udtryk_id	talemaade_udtryk	korrekt_def	falsk1	falsk2	falsk3
59013018	have ti tommelfingre	2	0	3	1
59011751	sætte lus i skindpelsen	2	1	0	3
59002772	tabe hovedet	3	1	0	2
59007831	leve på en sten	3	0	2	1
59005417	livet er kort, kunsten er lang	2	3	0	1
59006113	med bred pensel	2	3	1	0
59006803	den blå luft	1	2	0	3
59011593	dreje kniven rundt i såret	2	3	1	0
59001131	drive nogen i armene på nogen	3	0	1	2
59009180	hyppe sine egne kartofler	3	1	2	0
59007569	smede mens jernet er varmt	3	0	1	2
59003031	hurtig i vendingen	1	2	0	3
59009528	få fingeren ud	1	0	2	3
59009689	ikke kende nogen landegrænser	0	1	2	3
59011729	tjene ind på gyngerne hvad man har mistet på karrusellen	1	2	3	0
59004559	stå med hatten i hånden	1	3	2	0
59005295	græde over spildt mælk	0	3	2	1
59002988	historiens vingesus	1	0	3	2
59004102	hellere lille og vågen end stor og doven	1	3	2	0
59005457	langt mellem snapsene	0	2	3	1
59002214	gammel i gårde	0	3	1	2
59002384	ligne udskidt æblegrød	2	3	1	0
59000114	med hovedet under armen	3	0	1	2
59006252	trække store veksler på nogen	0	2	3	1
59005282	ikke lutter lagkage	3	1	0	2
59011699	føle sig hjemme	1	2	3	0
59006426	sætte ræven til at vogte gæs	0	3	1	2
59010388	frem og tilbage er lige langt	3	1	2	0
59011307	mange bække små gør en stor å	1	0	2	3
59008925	gå op i sømmene	0	3	1	2
59005041	glat som en ål	2	1	3	0
59000594	falde nogen for brystet	2	1	0	3
59003623	mele sin egen kage	2	1	0	3
59006770	holde nogen til ilden	0	1	3	2
59012809	gå forkert i byen	0	2	1	3
59007576	det er ikke raketvidenskab	1	0	2	3
59004891	kaste nogen for løverne	2	3	1	0
59006534	spænde ben	2	3	0	1
59011846	ikke ane hvilket ben man skal stå på	1	3	2	0
59003451	slå hånden af nogen	1	2	3	0
59003701	rande under øjnene	0	3	2	1
59013038	hellere ville brække en arm på langs end ..	3	1	0	2
59003351	køre sit eget løb	3	1	0	2
59011182	skide grønne grise	2	1	3	0
59008629	åbne for sluserne	1	3	2	0
59005299	operationen lykkedes, men patienten døde	1	3	2	0
59003629	efter alle kunstens regler	1	0	2	3
59007724	holde nogen på pinebænken	1	0	3	2
59004504	ude på dybt vand	0	1	3	2
59013025	det skal du længere ud på landet med	2	1	3	0
59004154	sætte kroner og øre på noget	0	3	2	1
59004457	ligeved og næsten slår ingen mand af hesten	1	0	2	3
59003974	underskrive sin egen dødsdom	2	1	0	3
59010199	have et horn i siden på	1	0	3	2
59005297	have flossede kanter	2	0	3	1
59005657	komme ud af fjerene	2	3	1	0
59003297	få svesken på disken	3	1	2	0
59012940	tone rent flag	2	1	3	0
59007713	drikke nogen under bordet	2	1	3	0
59009982	smage som at række tungen ud ad vinduet	3	0	2	1
59011753	sætte kikkerten for det blinde øje	2	3	1	0
59010245	vippe af sadlen	1	2	3	0
59000874	riste over en sagte ild	1	2	3	0
59010129	kunne tælles på én hånd	0	2	1	3
59011601	sælge sand i Sahara	2	3	0	1
59001151	lægge kortene på bordet	2	3	0	1
59013019	stikke hovedet i busken	0	1	3	2
59000625	være nogens forlængede arm	3	1	0	2
59008079	en streg i regningen	2	3	0	1
59002397	ikke født i går	0	1	2	3
59004680	hænge ved nogens læber	2	1	0	3
59003695	surt løg	1	0	3	2
59012465	det rager mig en fjer	2	3	0	1
59011931	sætte sig på den høje hest	2	1	0	3
59010835	tage noget tungt	1	3	0	2
59004061	koste en bondegård	1	3	0	2
59009761	løvens gab	3	2	1	0
59006152	nære en slange ved sin barm	3	0	2	1
59000136	spille med skjulte kort	1	3	0	2
59011312	hverken vådt eller tørt	1	0	2	3
59000428	naturens muntre søn	1	3	0	2
59000880	en tynd kop te	0	1	3	2
59000616	jeg vil æde min hat på ..	2	1	3	0
59012617	én gang skal jo være den første	0	2	1	3
59003624	trække en kanin op af hatten	3	1	2	0
59012823	vide hvordan landet ligger	0	1	2	3
59002255	ingen kender dagen før solen går ned	1	2	3	0
59005327	ikke vide hvor man skal ende og begynde	1	2	3	0
59004080	lægge ansigtet i de rette folder	2	3	0	1
59005454	i sit ansigts sved	1	2	0	3
59005319	skære nogen i hjertet	2	1	3	0
59004641	en gave fra himlen	1	3	2	0
59011445	klæde sig i sæk og aske	0	2	3	1
59006693	bevæbnet til tænderne	1	0	2	3
59005780	have mange bolde i luften	2	3	0	1
59000622	løbe åbne døre ind	1	3	0	2
59009730	kvæle i fødslen	1	0	3	2
59005336	de tusind søers land	3	2	1	0
59004948	slå nogen oven i hovedet med noget	3	2	1	0
59006905	sommerfuglestøv på vingerne	2	0	3	1
59003608	nogen vender bøtten	3	0	2	1
59000785	være med på noderne	0	1	2	3
59007906	skille klinten fra hveden	1	3	2	0
59007484	æblet falder ikke langt fra stammen	1	3	0	2
59002636	tale lige ud af posen	0	2	3	1
59000957	slå hovedet på sømmet	0	3	2	1
59009587	der falder brænde ned	1	3	2	0
59007587	rasle med sablen	3	1	0	2
59003447	som en åben bog	1	3	2	0
59011464	Rom blev ikke bygget på en dag	2	3	1	0
59004562	fange nogen på det forkerte ben	2	0	3	1
59004848	bide sig selv i halen	2	1	3	0
59002380	gå på krum arm	1	3	2	0
59003692	jorden brænder under nogen	3	2	0	1
59011725	holde gryden i kog	2	0	1	3
59010863	spille med åbne kort	1	0	2	3
59005981	kaste perler for svin	3	2	0	1
59000605	skyde over målet	0	2	3	1
59011035	der er ikke nogen hjemme	2	3	0	1
59010616	holde snuden fra noget	2	0	1	3
59006068	verdens tag	2	0	1	3
59009666	gammel vin på nye flasker	3	1	0	2
59007129	til ingen verdens nytte	2	0	3	1
59001219	mosekonen brygger	1	0	2	3
59003840	alle veje fører til Rom	3	2	1	0
59003462	helt nede i kælderen	0	1	2	3
59007961	der kom en mand med en slæde i vejen	3	1	2	0
59003865	give faklen videre	2	1	0	3
59007147	ved sine fulde fem	2	1	0	3
59008515	give den en skalle	2	3	0	1
59000848	ikke give ved dørene	1	2	0	3
59000559	kunne ligge på et meget lille sted	2	1	3	0
59004174	en orm gnaver	3	2	0	1
59002094	bide skeer med	3	2	1	0
59009763	kært barn har mange navne	0	1	2	3
59004370	skære ind til benet	0	3	1	2
59011085	sætte sin hat som man vil	3	0	1	2
59004683	være stor i munden	0	3	2	1
59009597	feje for sin egen dør	0	1	2	3
59002202	skulle bæres ud med fødderne først	3	0	2	1
59005154	en kærlig hånd	0	1	2	3
59000115	rive sig i håret	3	2	0	1
59012434	hverken fugl eller fisk	2	3	1	0
59004740	kende noget som sin egen bukselomme	2	3	1	0
59012130	der er ikke noget at rafle om	3	0	1	2
59010439	lade falde hvad ikke kan stå	3	2	1	0
59002198	ikke lige være nogens nummer	0	3	1	2
59001865	ikke kunne stikke en pind i en lort uden at ødelægge begge dele	1	3	2	0
59001424	blive taget med fingrene i kagedåsen	1	3	0	2
59004107	komme fra et hjem med klaver	0	1	3	2
59001197	rydde noget af vejen	2	0	1	3
59010202	stikke hovederne sammen	2	0	1	3
59003671	have gelé i knæene	1	3	2	0
59010198	have et ben i hver lejr	3	1	0	2
59013054	være en flue på væggen	2	0	1	3
59012561	krumme et hår på nogens hoved	3	0	1	2
59009275	gå på med krum hals	0	2	3	1
59003207	en bid af kagen	2	0	1	3
59006350	der er mere mellem himmel og jord	1	3	2	0
59007609	det tager en krig	1	2	0	3
59007787	det er ikke mit bord	0	1	3	2
59007936	ligne noget katten har slæbt ind	2	0	1	3
59006251	stikke noget under stolen	3	1	2	0
59004858	være godt skåret for tungebåndet	2	1	3	0
59011615	have fået det forkerte ben ud af sengen	2	0	3	1
59007357	en strid om kejserens skæg	3	1	0	2
59003355	i den bedste af alle verdener	2	3	0	1
59003613	koge suppe på noget	1	3	0	2
59001965	bringe frem i lyset	3	1	0	2
59011096	ballonen revner	3	2	1	0
59000846	bagsiden af medaljen	1	0	3	2
59004176	have benzin i blodet	2	3	1	0
59007481	danse på vulkaner	2	0	1	3
59004502	stoppe mens legen er god	1	0	3	2
59003698	det haster ikke mere end det jager	2	3	0	1
59012097	til sidste blodsdråbe	1	0	3	2
59009600	vide hvad klokken er	0	1	2	3
59004182	have en ræv bag øret	0	2	3	1
59001911	have ild i enden	1	3	2	0
59009349	ikke alt der glimter, er guld	3	1	2	0
59004882	en møllesten om halsen på nogen	3	2	1	0
59003323	give sorteper videre	2	3	1	0
59000597	have rent mel i posen	1	0	3	2
59005949	få så hatten passer	2	1	0	3
59000330	råbe vagt i gevær	3	2	0	1
59006723	bide i det sure æble	0	1	2	3
59005136	koge suppe på en pølsepind	1	0	3	2
59011117	være på trapperne	2	1	3	0
59012015	så slutter festen	1	2	3	0
59000362	hænge i bremsen	1	0	2	3
59003870	stikke næsen i sky	1	0	3	2
59007633	have en aktie i	3	2	1	0
59006354	træde op på den store klinge	3	1	2	0
59009058	apostlenes heste	3	0	1	2
59007365	sejle på varmen	0	1	2	3
59011487	spille fransk klovn	1	2	3	0
59008195	være som snydt ud af næsen på nogen	0	2	3	1
59006148	en fjer i hatten	1	3	2	0
59007637	gå nogen nærmere på klingen	3	0	2	1
59001229	luften går af ballonen	3	0	1	2
59010532	en ulykke kommer sjældent alene	3	0	1	2
59008304	de bredeste skuldre skal bære de tungeste byrder	0	3	1	2
59000395	en køn plante	0	3	1	2
59005131	slibe kanterne af nogen	0	1	2	3
59002144	så let som at klø sig selv i nakken	1	3	2	0
59001120	have noget hængende over hovedet	0	1	2	3
59013017	det er for sent at kaste brønden til når barnet er druknet	1	0	3	2
59001382	alt lykkes i en gasovn	1	2	3	0
59002853	når man taler om solen, så skinner den	1	0	2	3
59003026	klappe hesten	0	3	1	2
59001730	der falder skæl fra ens øjne	1	0	3	2
59004783	til at komme i papirmøllen	3	1	2	0
59005912	I må kalde mig Mads hvis ..	2	0	1	3
59007472	det pulveriserende liv	2	3	0	1
59004556	lugten i bageriet	3	2	0	1
59005523	brændt barn skyr ilden	2	1	0	3
59003374	klædt af til skindet	0	2	1	3
59010014	have rene hænder	0	1	2	3
59003035	have snuden i sporet	3	0	2	1
59008903	når krybben er tom, bides hestene	2	0	1	3
59001172	bryde isen	3	2	1	0
59011376	stærk tobak	1	0	3	2
59005841	hovmod står for fald	0	2	1	3
59000022	tage noget i stiv arm	3	2	1	0
59003112	få en appelsin i turbanen	2	0	1	3
59012127	sagen er bøf	2	3	1	0
59005388	grave sin egen grav	2	3	0	1
59002317	heldig kartoffel	1	3	0	2
59005060	have bly i røven	1	2	3	0
59011081	som at slå vand på en gås	2	3	0	1
59008704	læse noget som Fanden læser Bibelen	2	1	3	0
59010207	skumme fløden	1	3	2	0
59001873	den sorte klap går ned	2	3	1	0
59007913	slå op i banen	2	3	1	0
59009167	sidste skud på stammen	3	0	1	2
59004357	tage benene på nakken	2	1	0	3
59000741	rydde nogen af vejen	0	1	3	2
59000389	kunne høre græsset gro	1	3	2	0
59012135	ryste som et espeløv	1	0	3	2
59006815	vandene skilles	0	3	2	1
59002997	gå uden om noget som katten om den varme grød	1	0	3	2
59003219	føre til torvs	1	3	2	0
59005534	stikke næsen indenfor	3	2	0	1
59004409	tung at danse med	0	3	1	2
59001867	skræve mere end bukserne kan holde	2	3	0	1
59008459	blive lang i ansigtet	3	1	0	2
59010604	male sig selv op i et hjørne	1	2	3	0
59010839	hammeren falder	0	1	3	2
59000620	ligge lunt i svinget	3	2	1	0
59001072	begge fødder på jorden	3	0	2	1
59003950	hvor længe var Adam i Paradis	3	2	0	1
59011103	vide hvad vej vinden blæser	3	2	1	0
59008950	holde skindet på næsen	2	1	3	0
59004132	i nøden skal man kende sine venner	3	0	2	1
59005392	lige børn leger bedst	3	0	2	1
59005152	være på hælene	1	0	2	3
59006967	blive vejet og fundet for let	1	3	0	2
59002699	hænge nogen langt ud af halsen	2	0	1	3
59005419	man ved hvad man har, men ikke hvad man får	0	3	2	1
59009664	dér ligger hunden begravet	0	1	2	3
59006359	ukrudt forgår ikke så let	1	0	2	3
59005451	man skal ikke kaste med sten når man selv bor i et glashus	1	2	3	0
59004831	skyde en hvid pind efter	0	3	1	2
59009340	have en heldig hånd	2	1	3	0
59011302	sidde med livet i hænderne	3	1	2	0
59002721	have flere strenge at spille på	3	2	0	1
59004417	der er forår i luften	0	3	2	1
59011932	vand på nogens mølle	0	3	2	1
59012826	lang som et ondt år	2	3	0	1
59012515	alt hvad remmer og tøj kan holde	2	3	0	1
59004850	se sol, måne og stjerner	1	2	0	3
59002251	have foden under eget bord	2	1	0	3
59005192	gale katte får revne skind	1	2	0	3
59006418	love guld og grønne skove	2	1	0	3
59004807	finde sine egne ben	3	2	1	0
59004558	slag i ansigtet	0	2	3	1
59000256	slå til søren	0	3	2	1
59004824	spænde livremmen ind	1	2	3	0
59008022	den vej skal vi alle	1	0	2	3
59003298	være over alle bjerge	3	0	1	2
59004479	have ordet i sin magt	0	3	1	2
59001164	på éns glatte ansigt	3	1	0	2
59000603	gå op i limningen	2	1	0	3
59005461	plejer er død	1	0	3	2
59001691	der er ingen ko på isen	1	3	2	0
59006714	ride med på en bølge	1	3	2	0
59004477	give den hele armen	1	0	3	2
59011738	i sin visdom	0	3	2	1
59004373	save den gren over man selv sidder på	0	3	1	2
59011094	have en skarp tunge	1	2	3	0
59012931	eneste høne i kurven	0	1	3	2
59010580	brænde alle broer bag sig	1	2	3	0
59002745	enhver er sig selv nærmest	2	0	1	3
59011205	ikke ride den dag man sadler	3	2	0	1
59005130	slikke frimærker	1	0	3	2
59012185	træerne vokser ikke ind i himlen	1	2	0	3
59000842	vende vrangen ud	1	0	2	3
59007157	have bly i benene	0	1	2	3
59000966	rive hovedet af nogen	1	0	3	2
59005323	tyv tror hvermand stjæler	2	0	3	1
59000887	på et hængende hår	0	2	1	3
59004511	fare rundt som en flue i en flaske	2	3	1	0
59012977	som skidt fra en spædekalv	3	0	1	2
59005660	blod er tykkere end vand	0	2	3	1
59004461	himmel og jord står i ét	1	0	3	2
59002674	ikke kunne se en hånd for sig	2	1	0	3
59012356	man skal kravle før man kan gå	0	2	1	3
59002193	tage brødet ud af munden på nogen	3	2	1	0
59013103	hverken til at hugge eller stikke i	2	1	0	3
59004782	arbejde som en hest	2	3	0	1
59011865	for nogens blå øjnes skyld	3	0	1	2
59003616	løbe hornene af sig	2	3	1	0
59011893	om smagen kan der ikke diskuteres	1	2	0	3
59007701	have nerverne uden på tøjet	1	2	3	0
59007696	have bukserne på	1	3	0	2
59010897	slå en streg over noget	0	2	3	1
59004866	spænde buen for hårdt	2	3	1	0
59011742	lægge alle sine æg i samme kurv	3	1	0	2
59004099	fare i blækhuset	2	3	1	0
59000977	søbe den kål man selv har spyttet i	1	3	0	2
59005116	støde nogen på manchetterne	2	0	3	1
59002375	det skriger til himlen	1	2	3	0
59004507	sur røv	1	0	2	3
59003628	det hører man ikke når musikken spiller	0	1	2	3
59008349	som at se maling tørre	2	3	1	0
59007981	en storm i et glas vand	1	3	2	0
59005907	stege i sit eget fedt	3	2	0	1
59006002	miraklernes tid er ikke forbi	0	3	1	2
59005573	bukke begge ender sammen på	0	1	2	3
59002320	med det yderste af neglene	0	3	1	2
59003284	ride sin kæphest	3	0	1	2
59009419	en hård nød at knække	0	3	1	2
59001614	gøre kål på	3	1	0	2
59007270	det går ikke altid som præsten prædiker	3	0	1	2
59001661	gnide sig op ad nogen	3	1	0	2
59004915	hår i suppen	2	3	1	0
59012245	træde nogen over tæerne	1	0	3	2
59004114	tage skeen i den anden hånd	1	2	3	0
59006753	man kan også købe guld for dyrt	0	3	2	1
59012618	rønnebærrene er sure	2	3	0	1
59009845	passe som fod i hose	3	0	1	2
59004704	nerverne står på højkant	0	2	1	3
59010882	tro som guld	2	3	1	0
59012819	tælle på knapperne	0	2	1	3
59006699	der er intet nyt under solen	0	1	2	3
59000262	en gang til for prins Knud	0	1	2	3
59004365	krage søger mage	0	1	3	2
59003273	ønske nogen hen hvor peberet gror	1	2	0	3
59002360	rotterne forlader den synkende skude	2	1	0	3
59004879	så god som dagen er lang	3	1	2	0
59001715	sætte fingeren på det ømme punkt	1	3	0	2
59006727	skyde gråspurve med kanoner	3	1	0	2
59004681	de gode græd, og de onde lo	0	2	3	1
59004454	én svale gør ingen sommer	3	1	2	0
59012331	tage en kugle for nogen	2	1	3	0
59006807	have både til gården og til gaden	1	0	2	3
59008312	for mange kokke fordærver maden	2	0	3	1
59012795	trække læsset	1	3	2	0
59003737	spise kirsebær med de store	1	2	3	0
59004837	have en trumf i ærmet	2	1	3	0
59004561	en fis i en hornlygte	1	0	3	2
59009097	være grebet ud af luften	2	3	1	0
59000319	stikke halen mellem benene	2	0	1	3
59007934	have en lille fjer på	0	3	2	1
59012165	veje sine ord på en guldvægt	3	2	1	0
59005686	surt show	3	0	1	2
59012136	have nogen nede i sækken	3	2	1	0
59005479	gå gennem ild og vand	1	2	0	3
59004780	se gennem fingrene med noget	3	0	2	1
59005147	sætte en finger på noget	2	1	0	3
59012877	hælde ned ad brættet	3	1	0	2
59005094	erfaren mand er god at gæste	1	2	0	3
59000965	hverken hoved eller hale	1	3	2	0
59007471	man må krybe før man kan gå	2	3	0	1
59011723	give nogen horn i panden	0	2	1	3
59000995	ligge på den flade hånd	1	0	3	2
59007865	fuglen er fløjet	1	3	2	0
59006181	trække fronterne op	3	1	0	2
59010389	forbuden frugt smager bedst	2	0	3	1
59002999	gå i vasken	2	1	3	0
59001177	jokke i spinaten	3	2	1	0
59013164	klappe i sine små hænder	3	0	2	1
59000003	oven i hatten	0	1	2	3
59001639	en hund i et spil kegler	2	0	3	1
59008448	ingen kæde er stærkere end det svageste led	3	1	0	2
59009844	tab og vind med samme sind	0	2	1	3
59003566	ondt i håret	3	2	1	0
59001315	brede sig som ringe i vandet	1	3	0	2
59012235	blive slap i knæene	1	2	0	3
59006771	lade en dør stå på klem	0	2	3	1
59009779	ikke kunne høre hvad man selv tænker	1	2	0	3
59009896	uden for pædagogisk rækkevidde	1	3	2	0
59001307	være oppe på lakridserne	0	1	3	2
59000840	fyre kanonen af	1	3	2	0
59010074	tage med fløjlshandsker på nogen	0	2	1	3
59011722	det muntre køkken	3	1	2	0
59008924	smøge ærmerne op	2	0	3	1
59013005	gå hen over hovedet på nogen	1	2	0	3
59011897	springe over hvor gærdet er lavest	2	3	0	1
59006398	nogens hjerte springer et slag over	3	1	2	0
59006769	lege med ilden	1	3	0	2
59004111	over hals og hoved	2	0	1	3
59009352	den der gemmer til natten, gemmer til katten	2	3	1	0
59011872	tage arven op efter nogen	1	2	0	3
59004438	slå sig på flasken	2	1	0	3
59003377	mens græsset gror, dør horsemor	1	0	3	2
59003864	det store dyr i åbenbaringen	2	3	0	1
59001425	gå i hundene	0	2	3	1
59001193	ramme på kornet	1	0	2	3
59003978	sætte nogen fluer i hovedet	0	2	1	3
59009662	være i sikre hænder	2	3	1	0
59007115	fare i flæsket på	0	3	2	1
59004442	smide over bord	0	3	2	1
59003269	gribe i egen barm	3	0	1	2
59013140	én på torsken	0	3	2	1
59013219	tage med sig i graven	1	3	2	0
59010149	komme godt fra land	1	3	0	2
59007653	lægge to og to sammen	1	0	2	3
59011812	ofre noget på kærlighedens alter	2	3	0	1
59004679	bange for sin egen skygge	2	0	3	1
59012612	det grå guld	0	2	3	1
59008372	spil for galleriet	2	3	1	0
59004098	en pind til nogens el. nogets ligkiste	3	2	1	0
59002254	sidde klistret til skærmen	2	1	3	0
59002216	krybe i et musehul	1	2	3	0
59000978	kun en tåbe frygter ikke havet	2	1	0	3
59011866	forslå som en skrædder i helvede	0	2	3	1
59011456	det melder historien ikke noget om	1	0	2	3
59008919	have fat i den lange ende	0	3	1	2
59012594	den der sår vind, høster storm	1	3	0	2
59008517	tisse i bukserne for at holde varmen	2	1	3	0
59003666	tage nogen ved vingebenet	2	3	1	0
59009394	hvis og hvis min røv var spids	1	2	0	3
59000325	prinsen på den hvide hest	0	3	1	2
59010528	have meget om ørerne	1	0	3	2
59007108	vælte læsset	2	1	3	0
59004300	stikke en kniv i ryggen på nogen	1	3	2	0
59003694	stille sig på bagbenene	3	1	0	2
59004732	slag i bolledejen	2	0	3	1
59004492	være en spurv i tranedans	3	2	1	0
59011848	lukke for det varme vand	0	3	2	1
59001743	vente på at stegte duer skal flyve ind i munden på én	2	1	3	0
59004181	sætte til vægs	0	2	3	1
59004509	en klods om benet på nogen	1	3	0	2
59007476	gå ud af sit gode skind	3	2	0	1
59006533	smide barnet ud med badevandet	0	1	2	3
59006351	hu hej vilde dyr	0	2	3	1
59012151	toppen af isbjerget	3	2	1	0
59005676	hver fugl synger med sit næb	2	1	3	0
59006964	slå koldt vand i blodet	0	1	2	3
59006869	når der er to torsdage i en uge	1	0	2	3
59009706	krig på kniven	2	3	1	0
59012548	med et glimt i øjet	2	0	1	3
59006417	kunne bide tungen af sig selv	2	3	1	0
59007677	man kan ikke både blæse og have mel i munden	0	3	2	1
59002218	man har et standpunkt til man tager et nyt	0	2	3	1
59006010	være en hund efter noget	0	1	3	2
59001192	der går et lys op for nogen	0	1	3	2
59009630	sælge nogen en trepattet ko	3	2	0	1
59009162	gøre en myg til en elefant	2	3	0	1
59006836	gå over åen efter vand	2	3	0	1
59007100	ingen kan tjene to herrer	1	2	3	0
59006904	bide tænderne sammen	1	3	2	0
59007774	skulle have noget ind med skeer	1	0	3	2
59003542	lægge hovedet i blød	1	2	3	0
59000886	pynte sig med lånte fjer	2	1	3	0
59001191	det er mig, sagde hunden	1	2	3	0
59001615	gå op i hat og briller	0	1	3	2
59004097	stå med håret i postkassen	3	2	1	0
59003474	smile i skægget	3	2	1	0
59000314	gyde olie på vandene	2	3	0	1
59003697	den der graver en grav for andre, falder selv i den	2	0	3	1
59001616	lykken står den kække bi	2	1	0	3
59003214	kræve nogens hoved på et fad	1	2	3	0
59010597	bringe blodet i kog	3	0	1	2
59004146	tage bladet fra munden	1	2	0	3
59004105	kolos på lerfødder	1	3	0	2
59011963	slå ind på en anden vej	3	0	1	2
59005320	støbe kuglerne	3	2	0	1
59010201	have krudt i røven	3	0	1	2
59013194	ikke have en snebolds chance i helvede	3	1	2	0
59008888	når katten er ude, spiller musene på bordet	2	0	1	3
59010853	stirre sig blind på noget	1	3	2	0
59009594	der er løbet meget vand i stranden siden ..	3	0	2	1
59000867	slå til skaglerne	3	0	1	2
59005442	øje for øje, tand for tand	1	0	2	3
59005691	håbet er lysegrønt	0	2	3	1
59005132	vende og dreje hver femøre	3	2	0	1
59011181	proppe noget ned i halsen på nogen	1	3	0	2
59001617	tale for sin syge moster	1	2	3	0
59005687	til den store guldmedalje	3	1	0	2
59003590	kaste under bussen	2	0	3	1
59013109	holde næsen i plovfuren	2	0	3	1
59001655	stampe op af jorden	3	1	2	0
59008422	svare i øst når der spørges i vest	0	1	2	3
59007321	et greb i lommen	0	1	3	2
59013122	smide gode penge efter dårlige	0	2	1	3
59000794	piben får en anden lyd	3	0	2	1
59011058	spille på flere heste	0	3	1	2
59000315	ikke syv vilde heste kan ..	3	2	1	0
59011857	den enes død, den andens brød	1	2	3	0
59006045	bære kappen på begge skuldre	1	3	2	0